// Reference=MNI
// NullExp_001: 1 
// Subjects=38 
-40.0	26.0	-16.0
14.0	64.0	-8.0
-36.0	60.0	-2.0
30.0	-44.0	-24.0
-54.0	-66.0	-38.0
26.0	-40.0	-46.0
18.0	-36.0	-12.0
4.0	56.0	36.0
-42.0	30.0	44.0
34.0	-8.0	-30.0
-60.0	-18.0	-2.0
12.0	-74.0	-40.0
-54.0	-20.0	54.0

// NullExp_002: 1 
// Subjects=28 
16.0	-36.0	-4.0
-6.0	54.0	-16.0
-2.0	-6.0	8.0
24.0	64.0	14.0
50.0	-62.0	-12.0
8.0	36.0	32.0

// NullExp_003: 1 
// Subjects=38 
22.0	22.0	56.0
-24.0	-68.0	34.0
-6.0	6.0	2.0
-8.0	-96.0	0.0
12.0	50.0	42.0
-50.0	-18.0	34.0
38.0	44.0	-4.0
-18.0	-60.0	-46.0
-40.0	-8.0	-44.0
28.0	-74.0	-26.0
6.0	26.0	-14.0
0.0	58.0	-16.0
50.0	-38.0	-18.0
20.0	14.0	50.0
-20.0	-88.0	-36.0
8.0	56.0	0.0
20.0	70.0	-6.0

// NullExp_004: 1 
// Subjects=10 
20.0	-48.0	-22.0
46.0	-74.0	-20.0
10.0	8.0	72.0
-24.0	8.0	72.0
-44.0	24.0	-34.0
32.0	-72.0	-26.0
-30.0	-8.0	-32.0
-4.0	36.0	-16.0
-60.0	-58.0	38.0
2.0	-76.0	-12.0
54.0	-26.0	-20.0
-30.0	-50.0	44.0
-42.0	-60.0	46.0
6.0	46.0	-14.0
14.0	-82.0	-4.0
30.0	40.0	30.0
-62.0	-16.0	18.0
-32.0	-52.0	-4.0
-4.0	-56.0	-56.0
56.0	-28.0	-28.0
-30.0	-62.0	4.0
28.0	-66.0	-40.0
22.0	12.0	58.0
8.0	54.0	-10.0
52.0	-62.0	-22.0
-4.0	46.0	6.0
48.0	-50.0	-14.0
32.0	48.0	-14.0
-30.0	-64.0	28.0

// NullExp_005: 1 
// Subjects=36 
-24.0	-32.0	-4.0
-6.0	16.0	60.0
-36.0	-54.0	40.0
-46.0	40.0	6.0
-30.0	48.0	24.0
44.0	30.0	28.0
36.0	62.0	-4.0
-16.0	24.0	6.0
-10.0	-74.0	6.0
-38.0	-78.0	-30.0
-42.0	24.0	0.0
0.0	34.0	4.0
-12.0	-54.0	-12.0
30.0	12.0	-6.0
10.0	4.0	-6.0
-36.0	-46.0	40.0
-34.0	18.0	-26.0
-34.0	36.0	24.0
6.0	32.0	44.0
30.0	32.0	0.0

// NullExp_006: 1 
// Subjects=64 
32.0	-16.0	-14.0
40.0	12.0	36.0
26.0	-60.0	-32.0
36.0	-20.0	-16.0
-32.0	14.0	26.0
16.0	-60.0	-34.0

// NullExp_007: 1 
// Subjects=30 
34.0	-80.0	-36.0
2.0	-36.0	-52.0
-12.0	40.0	-22.0
50.0	-54.0	-48.0
38.0	44.0	20.0
-46.0	-10.0	34.0
64.0	-38.0	-12.0
-12.0	-72.0	-22.0
10.0	-60.0	-26.0
56.0	-52.0	-6.0
-24.0	-16.0	74.0
44.0	-36.0	-28.0
-10.0	-70.0	-26.0
-14.0	28.0	52.0
26.0	8.0	-38.0
36.0	28.0	42.0
-30.0	-46.0	-26.0
12.0	-46.0	-34.0
-8.0	-42.0	48.0
6.0	-10.0	-4.0
-2.0	-28.0	38.0
-46.0	-46.0	50.0
28.0	-40.0	-28.0
-52.0	-6.0	24.0
-26.0	-82.0	-44.0
-28.0	36.0	50.0
-36.0	-14.0	42.0
6.0	14.0	-4.0
2.0	26.0	16.0
28.0	32.0	54.0
-16.0	-106.0	4.0
-22.0	36.0	-16.0
-26.0	62.0	28.0
30.0	-56.0	-30.0

// NullExp_008: 1 
// Subjects=29 
44.0	0.0	-6.0
-20.0	-92.0	30.0
-4.0	36.0	54.0
58.0	-42.0	-22.0
0.0	40.0	28.0
44.0	-56.0	-12.0
30.0	-90.0	-8.0

// NullExp_009: 1 
// Subjects=14 
20.0	-56.0	-56.0

// NullExp_010: 1 
// Subjects=10 
26.0	14.0	-18.0
-24.0	40.0	50.0
26.0	-6.0	-8.0
-24.0	52.0	-4.0
-16.0	-22.0	68.0
-24.0	6.0	-50.0
-54.0	-24.0	14.0
-40.0	-42.0	36.0
-32.0	-36.0	54.0
28.0	56.0	-8.0
-54.0	-28.0	50.0
-56.0	16.0	10.0

// NullExp_011: 1 
// Subjects=44 
-6.0	40.0	46.0
24.0	-4.0	-4.0
-32.0	-4.0	60.0

// NullExp_012: 1 
// Subjects=28 
-60.0	-40.0	-6.0

// NullExp_013: 1 
// Subjects=36 
-6.0	36.0	48.0
-32.0	-44.0	-12.0
24.0	-20.0	-16.0
58.0	4.0	-34.0
-4.0	-58.0	18.0
56.0	-48.0	-12.0
22.0	-80.0	-44.0
28.0	48.0	22.0
24.0	56.0	30.0
-66.0	-10.0	30.0
-52.0	24.0	2.0
-42.0	-76.0	48.0
4.0	-36.0	-64.0
-42.0	-2.0	46.0
-16.0	-52.0	-54.0
44.0	24.0	50.0
-24.0	-42.0	-48.0
-50.0	10.0	28.0
-22.0	-44.0	-24.0
-6.0	-60.0	20.0

// NullExp_014: 1 
// Subjects=33 
-30.0	-28.0	20.0
-12.0	-28.0	-40.0

// NullExp_015: 1 
// Subjects=64 
-16.0	4.0	26.0
-6.0	-26.0	70.0
-34.0	-74.0	-30.0
-10.0	70.0	-8.0
18.0	-76.0	-26.0
-42.0	50.0	8.0
-6.0	-44.0	44.0
42.0	38.0	14.0

// NullExp_016: 1 
// Subjects=50 
-8.0	-36.0	-56.0

// NullExp_017: 1 
// Subjects=36 
-20.0	-58.0	14.0
-10.0	-30.0	40.0
-42.0	4.0	42.0
32.0	-66.0	-22.0
44.0	-16.0	-32.0
-28.0	-12.0	-26.0
-4.0	54.0	-30.0
-18.0	-52.0	64.0
-54.0	-24.0	-4.0
-50.0	-70.0	42.0
-8.0	-74.0	28.0
48.0	40.0	-4.0
44.0	0.0	-38.0

// NullExp_018: 1 
// Subjects=64 
42.0	38.0	30.0
-10.0	-50.0	24.0
-28.0	8.0	48.0
56.0	6.0	-28.0
-42.0	12.0	-38.0
0.0	66.0	14.0
-36.0	-82.0	40.0
-18.0	-66.0	-60.0
4.0	26.0	-4.0
58.0	-20.0	-6.0
36.0	-8.0	-8.0
-6.0	-22.0	74.0
-32.0	8.0	-44.0
38.0	-8.0	-46.0
-12.0	-34.0	72.0
-56.0	22.0	6.0
-20.0	-102.0	8.0
-50.0	-62.0	-48.0
54.0	14.0	-4.0
6.0	-48.0	-28.0

// NullExp_019: 1 
// Subjects=64 
-44.0	-36.0	-16.0
-44.0	42.0	24.0
-42.0	32.0	24.0
26.0	-32.0	-16.0
-58.0	24.0	22.0
-56.0	-58.0	0.0
-20.0	2.0	-32.0

// NullExp_020: 1 
// Subjects=14 
-36.0	18.0	-46.0
-4.0	-40.0	-12.0
6.0	-52.0	-50.0
-16.0	14.0	58.0
-16.0	2.0	-30.0
-36.0	54.0	26.0
44.0	10.0	-18.0
-54.0	-66.0	14.0

// NullExp_021: 1 
// Subjects=38 
26.0	-2.0	-48.0
-2.0	-52.0	-26.0
-44.0	-2.0	34.0
24.0	62.0	12.0
-24.0	-4.0	-20.0
40.0	-38.0	-24.0
-36.0	18.0	-42.0
-24.0	10.0	54.0
-10.0	-8.0	8.0
-28.0	54.0	-2.0
-12.0	-64.0	38.0
24.0	-78.0	-40.0
6.0	22.0	66.0
36.0	-22.0	-28.0
-32.0	38.0	24.0
0.0	-26.0	-40.0
10.0	-56.0	-30.0
-16.0	-26.0	-14.0
54.0	-32.0	-20.0
10.0	20.0	4.0

// NullExp_022: 1 
// Subjects=10 
-46.0	-58.0	14.0
-46.0	-74.0	-34.0
20.0	-82.0	-6.0
-32.0	-24.0	72.0
40.0	-68.0	-22.0
-10.0	-84.0	12.0
-36.0	-28.0	68.0
-6.0	-70.0	-18.0
10.0	18.0	-22.0
30.0	16.0	-10.0
-34.0	16.0	-8.0
-16.0	-40.0	-24.0
6.0	-48.0	-24.0
-44.0	18.0	10.0
-30.0	16.0	-38.0
2.0	-36.0	-30.0
60.0	-38.0	-28.0
-28.0	-8.0	-30.0
-44.0	28.0	-4.0
-50.0	-38.0	50.0
32.0	-66.0	-42.0
-32.0	-68.0	28.0

// NullExp_023: 1 
// Subjects=10 
38.0	34.0	-2.0
-4.0	-58.0	-42.0
-28.0	-62.0	-18.0
-22.0	-64.0	56.0
24.0	4.0	-50.0
-30.0	26.0	-10.0
40.0	32.0	-8.0

// NullExp_024: 1 
// Subjects=66 
54.0	-32.0	-30.0
42.0	34.0	36.0
-22.0	-30.0	-10.0
-34.0	62.0	4.0
10.0	62.0	-22.0
-10.0	-66.0	-34.0
-8.0	-54.0	-16.0
38.0	16.0	34.0
-8.0	-64.0	16.0

// NullExp_025: 1 
// Subjects=33 
-24.0	-32.0	14.0
-16.0	-70.0	-40.0
-66.0	-12.0	-22.0
10.0	48.0	22.0
-32.0	-50.0	-22.0
6.0	18.0	44.0

// NullExp_026: 1 
// Subjects=14 
-14.0	52.0	2.0
-60.0	-26.0	44.0
38.0	-8.0	-32.0
12.0	-38.0	-4.0
2.0	18.0	22.0
28.0	-28.0	-24.0
48.0	-72.0	-38.0
-6.0	-74.0	54.0
-8.0	0.0	50.0
-54.0	0.0	6.0
-48.0	-76.0	14.0
6.0	28.0	-28.0
-22.0	-94.0	-14.0
4.0	-38.0	-30.0
-4.0	-12.0	30.0
-40.0	-6.0	-16.0
-16.0	-62.0	-2.0
-12.0	-62.0	12.0
-22.0	-86.0	-6.0
34.0	-80.0	-26.0
-12.0	-46.0	4.0
-32.0	48.0	26.0
-36.0	-42.0	66.0
-16.0	-56.0	2.0
48.0	-20.0	-32.0
-12.0	26.0	30.0
-18.0	-76.0	-10.0
-14.0	58.0	-16.0
32.0	20.0	-42.0

// NullExp_027: 1 
// Subjects=36 
-40.0	-64.0	-46.0
26.0	38.0	52.0
10.0	-58.0	-54.0
12.0	-28.0	-6.0
54.0	10.0	38.0
30.0	6.0	58.0

// NullExp_028: 1 
// Subjects=14 
-48.0	16.0	-6.0
-38.0	6.0	-40.0
