OXT,OXTR,CD38
0.4347367044056875,0.5480994987432611,0.47756260822037366
0.3749201650314542,0.32717020778606776,0.28217035240800536
0.5125325816066214,0.2947882716031584,0.2682111958739728
0.3785651846465168,0.30038440597889055,0.27067951592268574
0.41453438996529934,0.3234436004554254,0.29410503139461125
0.49796490501370855,0.33673492508747116,0.36042756073434457
0.46810000002576546,0.38954630010694835,0.38022333246532236
0.3726931903235372,0.40544434058303064,0.31635899606192924
0.32644230825400317,0.40269044430215045,0.27804485256695505
0.4033094245248349,0.41404223006523644,0.35345982596680553
0.4231751857192281,0.43637468848550515,0.5216876458428111
0.3816485736681246,0.40083402911994476,0.38097130011627595
0.4172846135269892,0.37336485076513354,0.4608623173369768
0.43442284353983046,0.3198288886218064,0.36706404154313627
0.4548358075192817,0.35913549571107484,0.4161572204627317
0.35416139673702096,0.4085075104487215,0.322808846484774
0.3150004194400468,0.4218169446282473,0.47226934483991667
0.3409776498099666,0.37002794741094114,0.35164262014628994
0.372015879248999,0.42174884478206315,0.2666440421244861
0.3180946925458689,0.47175487497102925,0.46726320767159013
0.2887154783430153,0.3776254138008656,0.4044968820413512
0.32941337556519956,0.3591250850123452,0.5116879866180579
0.40682019787792195,0.38141695526236913,0.4291631232232047
0.3695750554918434,0.4121490402183929,0.36516153838203563
0.498908053561301,0.5583014405321288,0.5238297442840134
0.4297893456278061,0.592571866240523,0.4543698377835965
0.3612173041820586,0.4352112785873093,0.4615718084767262
0.39098608561568,0.6222259046994129,0.5833425168108725
0.37452320776894715,0.4204629929008434,0.42856380302503316
0.46491591619237493,0.3401130067314768,0.4196555024937667
0.34061973001682383,0.5450315484939859,0.487803373758304
0.38362209128622443,0.6650511035758361,0.3898642703213158
0.34699327981353423,0.4547501555737358,0.35092472079645476
0.32223689358179675,0.4179965778081533,0.34731014771882895
0.4705762267171721,0.3540821350805188,0.43100171616977206
0.44407562444262444,0.3001601253724866,0.29544373647873456
0.49540688270880134,0.37391190194004587,0.4789474348640694
0.3382345634976341,0.4826657492726687,0.3309535937916533
0.37865615127634505,0.35697404880228606,0.3292424880236086
0.42129239881562125,0.3357687491810035,0.41534648380711153
0.40049015936655863,0.368121414802057,0.3397341782443279
0.36398008650547065,0.47756138219103056,0.5737118019878416
0.4426101194049911,0.37764056032706206,0.4402713480369664
0.303438329468625,0.6102306743608897,0.4950985173850924
0.3414188790460608,0.43288567722137805,0.521508699550946
0.38922790282765046,0.4590101407963479,0.5142361336802262
0.29110751807751634,0.44368407240492963,0.43080478603933986
0.24267956259757906,0.42604903353627427,0.452647169781531
0.49657553349337014,0.43415663255155934,0.39630746495382074
0.36758275718704536,0.4542260938954345,0.3533375322535261
0.600304610721061,0.5590601449083448,0.5584007233032625
0.4577983016185353,0.3655298946251422,0.3185942517642688
0.3665791377696215,0.42392685299476696,0.3147841746794149
0.34217243763605876,0.36819160650474203,0.2848620378256863
0.38282707074289746,0.40638386925579806,0.2751906920858985
0.33565148690068947,0.46917002993992024,0.4050071295759913
0.24803545471121743,0.3463304486696418,0.4027076449576934
0.4788189650283415,0.37230843670857083,0.10684868953473568
0.27274983124297014,0.30955673092242675,0.34191837983666695
0.9413820533989976,0.24098093653485528,0.8497454984234472
0.3563492002337034,0.3337668654001026,0.42117160054629377
0.41219868829359263,0.2947994164376135,0.4150131466920062
0.31431320665710005,0.4811771382621899,0.490054081720787
0.40665861197586717,0.259644908223649,0.35078183942272456
0.513780119639262,0.2931037589038238,0.3921871812097925
0.4265957435161275,0.3563824156454986,0.30545025856298214
0.22833747095403445,0.46707687578583745,0.2369272350998156
0.38962110774625636,0.42816374749746383,0.3011917120458744
0.5150069118357332,0.39054978183261535,0.3503076419179444
0.24537859531562678,0.3688709659886697,0.3083165403782027
0.39505097639420994,0.4103408532887387,0.42843073657358943
0.32929053318949736,0.4054243609358822,0.38908419423341345
0.30984406441010875,0.4046941835592215,0.4415729325911558
0.40412622491007366,0.46051564205337037,0.28105164924684983
0.5436346692029808,0.479710603665527,0.4117639250571281
0.3840421098827432,0.6350846519987756,0.3704524874866588
0.4056071550407977,0.3197994524441664,0.455493731004174
0.19849302205135644,0.40801994987649376,0.604623162919932
0.3670579179825673,0.5960768331224688,0.5120488322210375
0.3387037070280476,0.550717047543696,0.36808020492395865
0.4068986903296685,0.43784404610727673,0.2345582002893737
0.39522490758293305,0.3776225454206114,0.3400405085824823
0.25315482841889375,0.46536249289418674,0.5066811934961977
0.35512823834606133,0.4560545334162547,0.36546931397324806
0.37598540462058494,0.3240574281309548,0.4923498876046706
0.40456480939040834,0.3186699234667043,0.4540628539520675
0.3952197780494887,0.47037528754805946,0.4358895168616135
0.35551503016158204,0.6114359340025277,0.5505612320125804
0.14658668280608553,0.3521927616156141,0.35013921346931337
0.5171656514228579,0.36082234104357,0.28026147011338404
0.30407712281670407,0.5134793592691194,0.39192107933766007
0.48184108045027174,0.6263520205355834,0.39364012384368885
0.3707800528417731,0.43365369150119937,0.3174150692637735
0.5334818370238755,0.3562783408449238,0.5361542120578333
0.3989468647742218,0.3981818428509647,0.5051044514053789
0.33852568534636507,0.6129952778930259,0.5084735069589529
0.23553964872036828,0.5454729150898638,0.511448968181315
0.4173123232411414,0.4271423451177187,0.4535346227374877
0.5405569163785476,0.27814377792121037,0.4493070649122566
0.5065128423981226,0.4946040871681594,0.40335499547751935
0.709002884466415,0.47533222956069987,0.6844317210290032
0.5226022900822468,0.5188113054400506,0.43952169516788214
0.6796588110380324,0.6847566275319853,0.7871638981044411
0.8014394948885852,0.6625583718949721,0.8312968544936972
0.7051558515654549,0.848731240834988,0.8238360219663112
0.5655498140239608,0.978248738638196,0.9640413574012614
0.5137541935433714,0.5951125441405464,0.7993936868353501
0.5242246016957538,0.6980948739104923,0.8716390906076997
0.6289880036047554,0.6935329210136167,0.5882777335253794
0.649755439293629,0.7530388657466771,0.781058157558603
0.7431382680896257,0.6992080935733825,0.8029029081156658
0.7470194145866126,0.681600212563861,0.8187730144429755
0.4998139134653751,0.8948014607911676,0.8711715466483545
0.6829662995581568,0.9361049804951272,0.9258995371989983
0.564931087836498,0.7261914676444924,0.8055152400054891
0.5181893822210892,0.7003414530047447,0.8530509088164436
